Identificador,Producto,Marca,Precio,Cantidad
1877105,Lapiz,Staedtler,15,269
4345456,Borrador,Milan,11,169
5555619,Sacapuntas,Maped,2,484
8526868,Sacapuntas,Norma,11,208
4503906,Tijeras,Norma,8,259
2728429,Cuaderno,Staedtler,15,331
4212898,Plumon,Bic,5,488
7273922,Pegamento,Maped,15,732
7909008,Lapiz,Sharpie,20,398
3363010,Libro,Fabber Castell,15,377
5918170,Sacapuntas,Maped,3,173
7666779,Cuaderno,Staedtler,5,471
2252408,Sacapuntas,Faber Castell,11,529
5558916,Lapiz,Maped,7,193
3390669,Tijeras,Faber Castell,10,438
5898079,Regla,Fabber Castell,15,306
1586871,Libro,Maped,2,768
5617270,Sacapuntas,Fabber Castell,20,463
7024369,Sacapuntas,Santillana,7,565
7057994,Regla,Bic,13,502
5097149,Goma,Staedtler,11,380
6642288,Cuaderno,Fabber Castell,10,240
3639394,Plumon,Sharpie,11,396
1287049,Libro,Bic,3,782
5450675,Cuaderno,Fabber Castell,5,593
3456103,Pegamento,Faber Castell,13,738
3666259,Sacapuntas,Faber Castell,11,284
1892740,Pegamento,Sharpie,10,760
8232076,Libro,Norma,15,794
9685624,Goma,Norma,11,632
2839845,Plumon,Sharpie,3,248
8695758,Pegamento,Faber Castell,13,590
8206434,Goma,Pritt,7,417
2183351,Lapiz,Maped,8,216
5954945,Goma,Sharpie,7,707
8272245,Sacapuntas,Norma,3,759
7189016,Borrador,Maped,5,260
2225047,Goma,Santillana,15,433
8449677,Borrador,Pritt,3,779
7077002,Regla,Bic,10,700
9051849,Plumon,Santillana,5,787
5423807,Cuaderno,Staedtler,11,216
7424132,Lapiz,Fabber Castell,15,287
8891659,Borrador,Pritt,13,715
1702355,Borrador,Santillana,15,289
1805074,Sacapuntas,Staedtler,7,549
6702684,Sacapuntas,Maped,10,640
5373745,Tijeras,Bic,20,472
5938373,Borrador,Santillana,11,567
2117110,Sacapuntas,Norma,13,219
5120120,Plumon,Bic,11,432
6476071,Borrador,Santillana,8,499
7848511,Tijeras,Norma,15,261
6063569,Sacapuntas,Faber Castell,3,401
7977381,Borrador,Sharpie,10,139
9779315,Libro,Fabber Castell,10,686
9831099,Plumon,Santillana,13,145
5522965,Goma,Norma,7,196
1924048,Pegamento,Sharpie,2,149
6778267,Pegamento,Sharpie,15,738
4760371,Sacapuntas,Faber Castell,10,442
6179416,Regla,Fabber Castell,11,568
3852351,Goma,Milan,20,191
7990199,Lapiz,Faber Castell,11,382
2646776,Tijeras,Maped,2,510
8898455,Sacapuntas,Staedtler,20,546
6930734,Cuaderno,Milan,15,787
4888819,Pegamento,Sharpie,11,418
8671113,Plumon,Milan,8,457
5641250,Cuaderno,Norma,3,745
9206459,Sacapuntas,Faber Castell,3,327
5444400,Libro,Milan,8,391
8282763,Lapiz,Maped,13,314
1575393,Plumon,Staedtler,13,672
7072086,Pegamento,Sharpie,8,442
2144246,Tijeras,Maped,20,354
3786130,Pegamento,Bic,2,785
9375689,Sacapuntas,Norma,11,116
6840055,Plumon,Norma,15,177
8051056,Goma,Staedtler,13,594
2488575,Plumon,Bic,3,211
3482094,Lapiz,Staedtler,2,762
2872485,Tijeras,Faber Castell,13,753
1222920,Plumon,Faber Castell,5,696
5379742,Libro,Maped,3,440
3521903,Sacapuntas,Norma,20,289
8527164,Goma,Faber Castell,2,615
3840880,Lapiz,Sharpie,7,151
4565808,Regla,Pritt,15,415
8323488,Cuaderno,Norma,7,317
9425897,Tijeras,Maped,3,551
1769027,Sacapuntas,Santillana,3,343
7331889,Borrador,Staedtler,10,201
1873382,Tijeras,Santillana,2,588
6294665,Cuaderno,Pritt,7,459
9186709,Pegamento,Maped,13,768
5432073,Libro,Pritt,8,208
4531904,Libro,Staedtler,15,114
7319748,Libro,Santillana,11,162
1713757,Sacapuntas,Pritt,5,344
8105166,Regla,Milan,10,217
5447766,Libro,Norma,15,455
4126187,Goma,Fabber Castell,15,618
6843198,Goma,Norma,10,127
9662120,Lapiz,Maped,15,568
3610227,Cuaderno,Santillana,20,544
5810670,Lapiz,Maped,2,783
1442093,Lapiz,Staedtler,8,214
6826510,Sacapuntas,Maped,15,384
2882839,Goma,Faber Castell,11,586
6808845,Borrador,Pritt,3,108
6009993,Goma,Milan,13,510
7788631,Libro,Fabber Castell,13,714
5993210,Cuaderno,Staedtler,11,410
5487157,Sacapuntas,Sharpie,8,271
3877996,Cuaderno,Norma,8,289
4264185,Lapiz,Pritt,7,462
3809913,Goma,Sharpie,10,555
2771786,Regla,Pritt,8,271
1750167,Plumon,Staedtler,10,421
2734095,Cuaderno,Staedtler,20,373
8887975,Tijeras,Staedtler,11,404
2673376,Plumon,Pritt,2,435
2219979,Regla,Norma,8,690
4429308,Tijeras,Norma,15,590
3145105,Plumon,Staedtler,2,309
1032095,Lapiz,Bic,13,416
9460776,Goma,Staedtler,2,237
3474878,Pegamento,Norma,5,732
2194896,Lapiz,Staedtler,2,604
3132987,Borrador,Faber Castell,5,631
2161512,Cuaderno,Fabber Castell,5,195
8093291,Goma,Fabber Castell,11,452
5964755,Libro,Maped,20,623
7313404,Goma,Bic,8,355
8967394,Lapiz,Pritt,3,144
6498145,Lapiz,Staedtler,5,626
6873453,Lapiz,Milan,2,736
5260219,Tijeras,Fabber Castell,8,796
3242417,Goma,Pritt,2,546
7686281,Cuaderno,Fabber Castell,5,608
1905494,Lapiz,Bic,2,156
4262294,Borrador,Pritt,3,132
1327376,Cuaderno,Maped,8,299
9764198,Sacapuntas,Fabber Castell,13,182
3245253,Libro,Sharpie,20,759
9194531,Plumon,Santillana,15,379
9848800,Cuaderno,Sharpie,3,721
5267488,Goma,Milan,5,421
5756334,Tijeras,Fabber Castell,11,421
2467749,Tijeras,Pritt,20,766
5118562,Lapiz,Sharpie,8,673
1641209,Goma,Pritt,7,466
8798598,Borrador,Sharpie,11,550
9379516,Regla,Pritt,7,641
5759308,Cuaderno,Milan,7,513
6852684,Lapiz,Faber Castell,10,614
6290575,Pegamento,Norma,10,375
9120185,Goma,Norma,5,659
7458046,Sacapuntas,Staedtler,5,793
6275902,Pegamento,Pritt,15,295
7577025,Regla,Faber Castell,10,357
8927737,Goma,Sharpie,15,156
3518515,Sacapuntas,Norma,11,110
9385546,Plumon,Fabber Castell,5,703
5275743,Libro,Sharpie,2,179
3650493,Pegamento,Norma,11,783
7343451,Regla,Santillana,8,388
9573200,Sacapuntas,Pritt,8,183
1855216,Sacapuntas,Faber Castell,10,766
3100577,Sacapuntas,Faber Castell,11,290
7682325,Goma,Faber Castell,11,328
5909756,Plumon,Bic,20,720
3093914,Borrador,Milan,2,200
1399117,Cuaderno,Fabber Castell,11,162
7916119,Tijeras,Maped,7,414
8012659,Sacapuntas,Faber Castell,2,791
5940660,Regla,Norma,20,107
4205104,Pegamento,Maped,2,513
4759090,Pegamento,Fabber Castell,13,351
4272229,Libro,Faber Castell,8,773
2178213,Borrador,Staedtler,20,521
9577134,Tijeras,Pritt,7,486
1888004,Sacapuntas,Milan,11,770
7276195,Cuaderno,Pritt,20,368
8393498,Libro,Bic,11,238
4210590,Lapiz,Norma,13,645
7720507,Sacapuntas,Staedtler,3,338
3273840,Goma,Norma,2,231
6462108,Regla,Pritt,5,159
3285865,Plumon,Santillana,2,617
1277676,Tijeras,Norma,2,402
1292882,Sacapuntas,Bic,11,173
9518900,Borrador,Pritt,11,599
3756045,Goma,Santillana,10,378
3536905,Borrador,Fabber Castell,2,631
2348941,Cuaderno,Santillana,15,541
5536988,Sacapuntas,Faber Castell,3,525
5889644,Plumon,Sharpie,3,701
7039664,Sacapuntas,Sharpie,3,287
5737240,Cuaderno,Pritt,2,393
4553754,Tijeras,Milan,11,678
3256219,Borrador,Bic,11,756
7092143,Borrador,Maped,7,545
6654764,Sacapuntas,Norma,13,609
6482088,Regla,Pritt,20,471
1320578,Borrador,Maped,8,603
9019361,Sacapuntas,Milan,11,338
5417173,Tijeras,Milan,7,111
8466732,Libro,Sharpie,20,463
4287991,Goma,Bic,3,249
5224864,Pegamento,Milan,20,576
4273216,Plumon,Fabber Castell,7,186
8343676,Sacapuntas,Sharpie,20,419
3562765,Goma,Bic,5,608
9469595,Cuaderno,Milan,15,362
5037378,Sacapuntas,Staedtler,20,333
9485346,Sacapuntas,Norma,2,599
1953268,Lapiz,Norma,7,606
8872285,Libro,Staedtler,5,675
5844245,Lapiz,Maped,7,363
7234993,Cuaderno,Pritt,11,189
8489915,Plumon,Fabber Castell,5,475
4399528,Libro,Faber Castell,3,174
3406694,Pegamento,Faber Castell,20,592
2939677,Lapiz,Maped,13,730
5792077,Goma,Bic,7,481
4250192,Sacapuntas,Faber Castell,15,404
1046248,Borrador,Pritt,5,313
9064338,Pegamento,Norma,3,626
2216298,Lapiz,Pritt,13,119
1438340,Pegamento,Staedtler,13,295
6045256,Plumon,Norma,5,195
1205427,Goma,Maped,2,363
5091854,Regla,Fabber Castell,20,601
5159288,Cuaderno,Pritt,3,289
5420988,Cuaderno,Milan,7,725
1155299,Borrador,Bic,7,546
4940845,Pegamento,Bic,11,579
9574751,Libro,Staedtler,8,709
1067758,Pegamento,Staedtler,5,498
4188576,Lapiz,Maped,10,719
8147634,Pegamento,Fabber Castell,20,132
6355925,Goma,Fabber Castell,10,775
9327816,Libro,Norma,7,678
1499851,Goma,Staedtler,20,438
7958590,Cuaderno,Santillana,15,394
2034564,Cuaderno,Faber Castell,15,682
1871452,Pegamento,Sharpie,15,449
2673045,Lapiz,Faber Castell,7,515
5554185,Libro,Maped,7,536
8326250,Lapiz,Fabber Castell,5,703
6039104,Tijeras,Norma,10,622
1188873,Lapiz,Bic,13,241
6715813,Libro,Sharpie,5,426
7961766,Regla,Santillana,11,371
5152651,Lapiz,Faber Castell,15,774
7422022,Libro,Faber Castell,20,318
4095104,Cuaderno,Sharpie,13,164
8178905,Goma,Faber Castell,5,314
3586591,Tijeras,Norma,10,212
3233105,Lapiz,Faber Castell,2,151
6936899,Pegamento,Sharpie,15,110
9798483,Cuaderno,Faber Castell,13,800
4191630,Goma,Maped,8,794
6995829,Goma,Faber Castell,10,567
2708158,Borrador,Bic,13,682
9589353,Tijeras,Milan,15,658
2558597,Libro,Sharpie,13,252
1190430,Goma,Norma,10,624
2942247,Libro,Norma,10,525
7038419,Regla,Sharpie,10,402
4898247,Borrador,Sharpie,2,568
9498469,Borrador,Maped,13,629
6812763,Sacapuntas,Sharpie,15,741
6555516,Goma,Maped,2,231
5359920,Pegamento,Sharpie,11,671
6398391,Sacapuntas,Milan,20,415
3081036,Libro,Maped,8,268
4586406,Cuaderno,Norma,13,203
5753182,Borrador,Staedtler,11,524
3358132,Lapiz,Norma,2,497
3366911,Sacapuntas,Maped,7,175
3551786,Tijeras,Pritt,8,667
9924697,Plumon,Santillana,3,300
6910056,Sacapuntas,Sharpie,11,724
2973572,Tijeras,Staedtler,13,168
9677251,Pegamento,Milan,2,726
8186106,Sacapuntas,Bic,7,105
2672926,Sacapuntas,Sharpie,10,357
9304301,Goma,Pritt,7,483
8967360,Goma,Pritt,3,588
9935794,Cuaderno,Staedtler,15,185
7243153,Tijeras,Norma,13,381
7526068,Goma,Milan,20,279
8715197,Goma,Milan,8,518
1596262,Regla,Bic,7,365
1491476,Pegamento,Fabber Castell,11,484
2329823,Cuaderno,Staedtler,10,146
1638640,Lapiz,Staedtler,8,121
9690331,Pegamento,Santillana,3,583
7966550,Lapiz,Sharpie,13,550
4355809,Libro,Faber Castell,11,633
2407404,Sacapuntas,Sharpie,3,132
3193372,Regla,Sharpie,10,691
6830156,Pegamento,Milan,5,173
1800744,Regla,Faber Castell,15,701
3215592,Plumon,Pritt,7,310
3565483,Lapiz,Santillana,3,169
8554218,Borrador,Staedtler,3,767
8612086,Borrador,Sharpie,8,298
4478628,Pegamento,Pritt,13,638
8533386,Regla,Staedtler,8,676
9041250,Sacapuntas,Fabber Castell,10,322
6421450,Tijeras,Faber Castell,2,626
2630360,Lapiz,Maped,10,568
3535770,Borrador,Milan,7,743
1476956,Libro,Maped,20,777
6994569,Plumon,Staedtler,13,429
2413334,Pegamento,Pritt,2,636
2891953,Cuaderno,Staedtler,20,124
1476698,Sacapuntas,Sharpie,3,247
3520005,Cuaderno,Fabber Castell,3,367
8834521,Regla,Staedtler,20,612
3549589,Lapiz,Milan,15,613
5569390,Sacapuntas,Sharpie,10,735
6895614,Cuaderno,Maped,10,289
4490095,Libro,Staedtler,13,312
5168584,Libro,Staedtler,11,561
6751253,Lapiz,Pritt,20,756
9414887,Goma,Santillana,11,336
4453910,Pegamento,Maped,13,510
1398277,Cuaderno,Milan,20,792
3344407,Borrador,Pritt,2,313
7568757,Goma,Bic,15,593
7738891,Regla,Pritt,11,444
9347652,Sacapuntas,Sharpie,8,208
5354048,Pegamento,Faber Castell,2,597
6272540,Tijeras,Santillana,5,418
5104508,Cuaderno,Sharpie,13,700
1712457,Pegamento,Fabber Castell,5,753
7901614,Plumon,Santillana,5,247
6016263,Pegamento,Staedtler,10,458
4491226,Pegamento,Faber Castell,2,147
8864456,Regla,Sharpie,20,760
6447162,Pegamento,Santillana,10,278
6574574,Plumon,Faber Castell,10,752
7071856,Lapiz,Santillana,13,544
3671640,Regla,Milan,8,677
3386287,Pegamento,Faber Castell,7,788
8645990,Sacapuntas,Faber Castell,15,538
6976428,Libro,Santillana,8,772
3649011,Pegamento,Maped,2,131
6356294,Pegamento,Fabber Castell,5,360
6987883,Regla,Milan,8,770
8386022,Libro,Fabber Castell,8,376
8413143,Libro,Santillana,13,391
7481986,Sacapuntas,Staedtler,8,654
1888151,Cuaderno,Bic,15,170
4775134,Cuaderno,Milan,2,295
1882161,Libro,Sharpie,7,463
1632771,Plumon,Faber Castell,11,334
3751287,Cuaderno,Santillana,5,137
7635697,Cuaderno,Milan,5,256
1643091,Regla,Sharpie,8,191
5911067,Regla,Bic,11,580
5055385,Plumon,Sharpie,10,676
7433302,Lapiz,Sharpie,2,645
6486394,Plumon,Santillana,11,559
7361097,Libro,Norma,5,602
3047746,Pegamento,Staedtler,3,777
1561758,Cuaderno,Santillana,20,138
5360167,Sacapuntas,Sharpie,5,318
9118097,Regla,Pritt,2,385
4109113,Tijeras,Bic,2,270
1265424,Pegamento,Norma,10,542
4321960,Cuaderno,Fabber Castell,15,334
8705121,Lapiz,Santillana,7,387
1876929,Libro,Bic,2,107
7107866,Cuaderno,Sharpie,7,544
7502164,Borrador,Faber Castell,13,539
5407288,Lapiz,Milan,2,327
3791311,Tijeras,Faber Castell,5,158
9559608,Regla,Faber Castell,11,129
8187435,Sacapuntas,Sharpie,11,290
7668205,Sacapuntas,Fabber Castell,10,149
8762811,Sacapuntas,Bic,7,325
6874805,Tijeras,Bic,2,261
4487289,Pegamento,Norma,13,580
1456600,Libro,Staedtler,8,158
3810126,Lapiz,Santillana,11,164
6274015,Borrador,Sharpie,3,190
1515737,Sacapuntas,Sharpie,7,183
1791196,Plumon,Bic,2,171
6123982,Borrador,Pritt,8,258
5051785,Lapiz,Santillana,2,161
7225454,Pegamento,Pritt,11,139
7870515,Cuaderno,Milan,5,750
2565823,Borrador,Santillana,11,237
5252521,Sacapuntas,Sharpie,3,471
8264106,Libro,Milan,20,659
2055527,Cuaderno,Faber Castell,3,445
3570346,Lapiz,Faber Castell,5,511
2328581,Pegamento,Maped,15,258
5847140,Cuaderno,Fabber Castell,15,706
1367712,Cuaderno,Maped,10,140
4844243,Regla,Sharpie,20,598
4348690,Libro,Fabber Castell,3,763
2858000,Lapiz,Santillana,13,163
3660659,Libro,Faber Castell,2,471
1470699,Regla,Fabber Castell,3,150
7584767,Tijeras,Staedtler,7,232
6296880,Tijeras,Fabber Castell,7,514
8183294,Goma,Staedtler,13,494
7656651,Plumon,Staedtler,3,723
3739889,Goma,Norma,10,643
4438117,Plumon,Norma,10,354
9623805,Sacapuntas,Staedtler,20,196
5838268,Plumon,Bic,2,109
9400768,Libro,Maped,20,662
6244905,Pegamento,Sharpie,20,533
1411128,Goma,Sharpie,11,225
9937625,Tijeras,Bic,10,582
8621637,Plumon,Staedtler,8,370
7108013,Tijeras,Fabber Castell,10,560
3522767,Sacapuntas,Milan,3,323
5187959,Plumon,Faber Castell,2,702
9501537,Borrador,Santillana,2,167
3342720,Lapiz,Norma,8,274
9836049,Cuaderno,Bic,13,263
2520071,Goma,Faber Castell,13,664
3332789,Tijeras,Faber Castell,11,316
1362558,Pegamento,Norma,11,399
4543103,Libro,Santillana,20,328
1649361,Tijeras,Maped,13,682
7575221,Libro,Fabber Castell,7,146
7337528,Libro,Maped,20,473
7946867,Sacapuntas,Bic,15,623
1131099,Tijeras,Pritt,3,100
2794985,Goma,Bic,15,287
2991564,Plumon,Norma,15,536
3332935,Plumon,Santillana,11,220
7056238,Regla,Bic,8,538
1673153,Cuaderno,Fabber Castell,20,320
9058647,Lapiz,Pritt,11,397
2692490,Pegamento,Sharpie,7,365
7963913,Borrador,Sharpie,20,193
1059842,Tijeras,Faber Castell,3,595
1384758,Libro,Bic,3,692
2358580,Sacapuntas,Norma,7,576
2158945,Goma,Faber Castell,11,408
2681434,Borrador,Santillana,7,610
8699211,Libro,Maped,8,395
8823309,Borrador,Staedtler,15,593
7436474,Borrador,Faber Castell,8,796
9755121,Sacapuntas,Staedtler,3,447
2862255,Regla,Milan,10,218
3962394,Borrador,Sharpie,2,800
6382625,Borrador,Bic,5,618
2872267,Regla,Pritt,2,351
3047496,Borrador,Pritt,5,440
5422933,Libro,Bic,5,757
1973054,Libro,Milan,7,293
1137021,Regla,Santillana,13,546
4198849,Tijeras,Norma,2,320
3670345,Pegamento,Fabber Castell,5,127
8034133,Cuaderno,Santillana,3,347
7784934,Plumon,Maped,8,140
9925335,Borrador,Santillana,5,593
4378537,Sacapuntas,Maped,3,297
4552988,Plumon,Pritt,3,206
8839766,Plumon,Pritt,10,657
6601575,Lapiz,Staedtler,2,371
3981430,Cuaderno,Bic,7,237
7220977,Regla,Sharpie,15,622
4611616,Sacapuntas,Fabber Castell,13,356
9354036,Lapiz,Fabber Castell,8,288
5326464,Libro,Faber Castell,15,520
5889621,Plumon,Pritt,10,415
9155441,Libro,Milan,7,519
4376741,Sacapuntas,Pritt,5,132
9822304,Libro,Fabber Castell,13,270
4330788,Plumon,Faber Castell,3,704
8361290,Sacapuntas,Pritt,7,683
5582701,Lapiz,Faber Castell,2,627
2613079,Tijeras,Pritt,11,204
7435942,Cuaderno,Milan,15,237
7273612,Tijeras,Maped,11,206
3022217,Tijeras,Milan,11,192
8927636,Cuaderno,Sharpie,13,289
8676572,Tijeras,Fabber Castell,3,485
4856779,Cuaderno,Sharpie,11,488
9252776,Tijeras,Pritt,13,362
1081272,Lapiz,Milan,10,204
3633558,Goma,Staedtler,2,448
2733443,Goma,Faber Castell,15,464
4952935,Sacapuntas,Staedtler,13,576
9923169,Goma,Pritt,15,177
5657067,Libro,Fabber Castell,3,393
8038614,Lapiz,Milan,11,334
7801839,Lapiz,Bic,7,684
6341104,Borrador,Sharpie,10,588
7204000,Plumon,Pritt,5,351
9021154,Pegamento,Norma,7,439
3030929,Sacapuntas,Santillana,7,169
1382849,Cuaderno,Fabber Castell,8,751
9819005,Pegamento,Milan,8,157
2897482,Tijeras,Pritt,10,774
7827316,Cuaderno,Sharpie,10,657
4625365,Libro,Fabber Castell,13,346
1662034,Borrador,Bic,20,183
4780120,Borrador,Fabber Castell,8,607
3804462,Lapiz,Milan,13,223
4006967,Sacapuntas,Pritt,7,634
1007321,Cuaderno,Bic,20,170
8905848,Regla,Fabber Castell,2,553
2154917,Goma,Bic,5,505
4023027,Libro,Milan,8,118
7238846,Goma,Milan,15,784
9703342,Tijeras,Sharpie,8,572
9004725,Libro,Faber Castell,8,297
6093756,Plumon,Norma,7,616
4912520,Goma,Fabber Castell,15,466
6642416,Tijeras,Sharpie,8,382
1026384,Cuaderno,Staedtler,11,453
2299569,Regla,Fabber Castell,7,770
3228405,Goma,Faber Castell,13,264
7984852,Lapiz,Faber Castell,11,759
9023308,Sacapuntas,Maped,13,200
9001340,Borrador,Fabber Castell,11,775
3375358,Regla,Fabber Castell,20,701
1962226,Goma,Milan,11,240
1269197,Plumon,Norma,7,285
1773299,Goma,Pritt,3,735
3713005,Goma,Maped,8,400
8215169,Libro,Staedtler,8,272
5366017,Cuaderno,Santillana,7,330
7939238,Borrador,Fabber Castell,7,418
2557274,Libro,Sharpie,13,173
8681506,Tijeras,Maped,13,420
8299876,Regla,Pritt,5,507
8777027,Borrador,Fabber Castell,10,660
1212165,Libro,Sharpie,5,664
2821173,Lapiz,Sharpie,7,338
1690843,Libro,Pritt,15,520
7769287,Goma,Maped,7,736
5524053,Borrador,Fabber Castell,11,589
8540329,Cuaderno,Staedtler,20,504
9930201,Plumon,Sharpie,11,225
4733648,Sacapuntas,Staedtler,5,758
8003010,Sacapuntas,Pritt,3,755
5779351,Cuaderno,Sharpie,5,310
6241004,Tijeras,Staedtler,7,231
1538656,Lapiz,Maped,7,550
8812216,Lapiz,Maped,13,261
6396868,Tijeras,Sharpie,2,782
9614095,Regla,Maped,13,729
6438428,Regla,Santillana,3,797
2144274,Libro,Pritt,8,587
6552071,Libro,Milan,11,494
1581595,Borrador,Sharpie,15,122
4126957,Pegamento,Bic,13,257
7970555,Sacapuntas,Faber Castell,2,653
9813217,Sacapuntas,Faber Castell,5,694
5126597,Plumon,Staedtler,7,458
5793802,Goma,Norma,13,454
1308445,Cuaderno,Sharpie,3,601
4209317,Regla,Fabber Castell,15,208
3499191,Plumon,Sharpie,5,513
6284174,Borrador,Faber Castell,7,461
9652930,Cuaderno,Maped,5,610
1855381,Sacapuntas,Santillana,20,594
2083913,Cuaderno,Maped,3,377
1532293,Lapiz,Sharpie,7,432
7767907,Regla,Santillana,3,581
2078039,Goma,Fabber Castell,20,795
8863833,Lapiz,Milan,8,136
5408744,Pegamento,Bic,7,672
2143360,Borrador,Milan,10,199
8596125,Goma,Milan,10,515
7791550,Plumon,Maped,13,231
6597091,Goma,Staedtler,15,476
9021190,Cuaderno,Sharpie,20,680
3936416,Sacapuntas,Faber Castell,11,712
8346582,Sacapuntas,Staedtler,3,520
1560134,Tijeras,Santillana,13,200
1540467,Tijeras,Santillana,13,713
1691227,Borrador,Pritt,7,530
9258251,Cuaderno,Sharpie,5,514
3749545,Borrador,Santillana,10,617
4013132,Borrador,Faber Castell,3,562
7924714,Regla,Milan,20,630
7774487,Pegamento,Fabber Castell,3,513
5828711,Pegamento,Santillana,20,371
4652318,Sacapuntas,Sharpie,8,112
2946623,Goma,Santillana,15,348
1868356,Borrador,Maped,20,772
7393891,Pegamento,Norma,3,194
3354400,Cuaderno,Staedtler,5,181
5389488,Tijeras,Bic,13,475
8329210,Goma,Sharpie,5,657
2482352,Borrador,Maped,15,283
5893069,Goma,Sharpie,11,695
4594496,Libro,Norma,11,707
9615717,Cuaderno,Maped,2,189
9656243,Lapiz,Milan,20,207
4396599,Borrador,Staedtler,8,495
6817469,Pegamento,Santillana,3,310
9680572,Plumon,Santillana,5,401
5989808,Sacapuntas,Fabber Castell,20,695
5284059,Sacapuntas,Faber Castell,10,300
5848554,Plumon,Pritt,8,539
7387529,Libro,Norma,8,725
8332792,Lapiz,Fabber Castell,8,246
5918796,Borrador,Santillana,5,402
1956481,Libro,Staedtler,8,367
1616833,Plumon,Maped,7,160
8389205,Lapiz,Milan,11,580
7236625,Libro,Sharpie,5,576
1385234,Libro,Fabber Castell,11,536
7419904,Cuaderno,Bic,20,462
5314895,Cuaderno,Milan,2,438
3663314,Tijeras,Maped,2,290
3570521,Lapiz,Norma,15,482
5083752,Borrador,Faber Castell,2,655
4690367,Libro,Bic,7,631
4882786,Tijeras,Sharpie,11,527
6719538,Tijeras,Bic,15,566
6663358,Libro,Santillana,8,641
1306370,Regla,Santillana,15,752
3054708,Regla,Staedtler,5,100
4557610,Regla,Faber Castell,13,710
5427189,Pegamento,Milan,10,337
3306819,Pegamento,Milan,10,479
6112304,Pegamento,Santillana,7,180
8837073,Sacapuntas,Maped,7,631
3518285,Tijeras,Fabber Castell,15,151
8788632,Borrador,Santillana,15,230
5182447,Plumon,Pritt,10,471
9888822,Plumon,Milan,7,757
7849382,Sacapuntas,Santillana,5,636
1692666,Tijeras,Sharpie,2,567
5233218,Lapiz,Santillana,2,470
8504154,Pegamento,Milan,8,616
8503809,Cuaderno,Staedtler,11,648
4434614,Lapiz,Norma,2,562
8540505,Goma,Faber Castell,2,669
4021241,Regla,Pritt,20,215
4328536,Sacapuntas,Bic,10,328
8973593,Plumon,Pritt,13,610
5444028,Pegamento,Maped,15,397
1673919,Borrador,Milan,10,569
4692582,Cuaderno,Santillana,13,220
9273995,Libro,Norma,7,526
8334011,Regla,Milan,3,407
1956248,Regla,Fabber Castell,7,227
3695730,Lapiz,Norma,2,570
3411751,Sacapuntas,Sharpie,7,641
4588451,Goma,Faber Castell,20,739
3823529,Plumon,Pritt,5,323
9979084,Regla,Maped,11,473
9457219,Borrador,Fabber Castell,5,545
5973612,Lapiz,Pritt,13,432
6075774,Lapiz,Pritt,8,225
5445098,Plumon,Norma,5,772
9310728,Lapiz,Maped,3,473
9934370,Pegamento,Santillana,20,570
4666992,Libro,Norma,7,397
2367298,Lapiz,Sharpie,5,292
2634333,Plumon,Pritt,7,493
7262218,Regla,Fabber Castell,11,718
5738831,Lapiz,Pritt,10,603
7129657,Pegamento,Pritt,3,432
1673237,Borrador,Faber Castell,13,239
8616085,Lapiz,Bic,10,577
2204097,Plumon,Staedtler,8,584
8437941,Borrador,Maped,10,548
9336400,Borrador,Santillana,15,539
6109398,Tijeras,Fabber Castell,10,692
6040307,Sacapuntas,Pritt,15,200
7064110,Lapiz,Faber Castell,10,790
6036855,Tijeras,Bic,15,149
3430739,Cuaderno,Fabber Castell,13,396
4649360,Libro,Faber Castell,11,667
8631788,Libro,Milan,7,788
7692197,Cuaderno,Maped,20,568
5551419,Regla,Fabber Castell,11,330
9524064,Lapiz,Sharpie,10,796
9940439,Sacapuntas,Fabber Castell,10,325
8117205,Lapiz,Faber Castell,10,109
8882279,Regla,Fabber Castell,3,400
4290922,Plumon,Faber Castell,11,496
4676359,Cuaderno,Fabber Castell,5,464
8291068,Pegamento,Pritt,10,593
5176985,Cuaderno,Sharpie,7,479
9436916,Sacapuntas,Faber Castell,10,576
5115178,Pegamento,Pritt,5,746
2292014,Tijeras,Pritt,2,470
7684418,Lapiz,Pritt,2,289
9158351,Goma,Norma,13,687
7512001,Lapiz,Bic,11,360
8867814,Sacapuntas,Staedtler,11,784
4278630,Plumon,Staedtler,10,129
2145848,Regla,Fabber Castell,7,738
4054971,Lapiz,Pritt,15,411
3856110,Sacapuntas,Bic,20,119
8772229,Sacapuntas,Milan,5,430
9403417,Tijeras,Fabber Castell,15,644
7747037,Regla,Sharpie,11,523
4991361,Lapiz,Bic,20,670
5333268,Sacapuntas,Sharpie,2,313
1015676,Lapiz,Norma,15,490
4706655,Borrador,Norma,10,428
9781231,Borrador,Pritt,10,348
